rssd9001,bank_name_CR,rssd9348
1413090,"COMMUNITY BK OCONTO CTY",1208308
1413090,"COMMUNITY BK OCONTO CTY",1947054
1413139,"FIRST COMMUNITY BK",0
1413139,"BANK OF WOODSTOCK",0
1414510,"CHO HUNG BANK-CHICAGO BRANCH",0
1414819,"HELM BK",0
1415049,"MERCANTIL CA CORAL GABLES AGY",0
1415049,"BANCO MERCANT CORAL GABLES AGY",0
1415049,"BANCO MERCANTIL CA BANCO UNIVE",0
1415049,"BANCO MERCANTIL CA SACA CORAL",0
1415058,"DG BK DEUTSCHE GENOSSE ATL AGY",0
1415058,"DG BK DEUTSCHE GENOSSENSCHAFTS",0
1415393,"BANK OF FUKUOKA NY BR",0
1415955,"CHANG HWA CMRL BK NY BR",0
1416082,"METRO CMRC BK",2109617
1416327,"MARATHON NB OF NY",2714851
1416327,"MARATHON NB OF NY",2514239
1416381,"HUMBOLDT BK",2349860
1417557,"BANK OF AMER NA USA",1073757
1417557,"BANK OF AMER NA",1073757
1418107,"OVERSEA-CHINESE BKG LA AGY",0
1418125,"IMPERIAL INTL BK",1199844
1418125,"IMPERIAL INTL BK",1027602
1418255,"TUSTIN CMNTY BK",3591611
1418255,"TUSTIN CMNTY BK",0
1418255,"TUSTIN T&LA",0
1418433,"ROSEVILLE 1ST NB",2508788
1418433,"ROSEVILLE 1ST NB",2619068
1419113,"TOKYO TOMIN BK NY BR",0
1419234,"FIRST CITY BK",0
1421040,"BRYAN B&TC",1493560
1421095,"CENTENNIAL BK",0
1421161,"BANK OF BLUE VALLEY",1471849
1421497,"SHIZUOKA BK NY BR",0
1421497,"SHIZUOKA BK NY AGY",0
1422980,"NORTHERN TR INV NA",1199611
1425020,"SIX RIVERS BK",1029334
1425020,"SIX RIVERS NB",1029334
1425020,"SIX RIVERS NB",0
1427752,"BANCO SANTANDER PR NY BR",0
1427770,"FIRST ST BK",1108417
1429028,"BALLINGER NB",0
1434826,"BANKANNAPOLIS",1472257
1434826,"ANNAPOLIS NB",1472257
1435092,"TEXAS NB",2299040
1435337,"INTER BK",2759795
1435337,"INTER BK",0
1435412,"UNITED B&TC",1131787
1435412,"UNITED B&TC",2670573
1435412,"UNITED B&TC",2689294
1435421,"FIRST INDEPENDENT BK",2002893
1436053,"BANCO UNION CA MIAMI AGY",0
1436071,"DRUMMOND CMNTY BK",1493579
1436099,"UNITED CMNTY BK METRO",1249347
1436099,"INDEPENDENT B&TC",1249347
1436099,"INDEPENDENT B&TC",2453918
1436204,"BANK OF MARIN",3590388
1436204,"BANK OF MARIN",0
1436464,"LINN-BENTON BK",0
1436464,"LINN BENTON BK",0
1436473,"CIRCLE BK",0
1436473,"NOVATO CMNTY BK",0
1436884,"MESA NB",2942702
1436884,"MESA NB",2119867
1437014,"HUA NAN CMRL BK LA BR",0
1437108,"MITSUBISHI T&B CORP CHICAGO BR",0
1437199,"MORGAN BK NA",3278220
1437199,"MORGAN BK NA",0
1437872,"KBC BK NV ATLANTA AGY",0
1437881,"NATIONAL BK CANADA ATL AGY",0
1437881,"NATIONAL BK OF CANADA ATLANTA",0
1437957,"CREDIT LYONNAIS ATLANTA AGY",0
1438217,"ENTERPRISE NB",1100037
1438217,"ENTERPRISE NB",2466208
1438589,"NEW YORK CMRL BK",2132932
1438589,"NEW YORK COMMERCIAL BK",2132932
1438589,"LONG ISLAND CMRL BK",2745752
1438712,"CITIZENS BK GRAYSON",0
1438963,"FIRST CMRL BK LA BR",0
1439054,"PRIME BK",0
1439308,"UNITED CMNTY BK RABUN CTY",1249347
1439308,"FIRST CLAYTON B&TC",1249347
1439344,"EASTSIDE B&TC",2236447
1439456,"ROCKWOOD BK",2020824
1440117,"COMMUNITY FIRST BK",2593083
1441600,"BIG SKY WESTERN BK",2003975
1442380,"UNIVERSAL BK NA",1951350
1442540,"COMMERCE BK CENTRAL NA",1117679
1442661,"COUNTY FIRST BK",0
1443266,"BANK OF AMER CA NA",1073757
1443266,"BANK OF AMER CALIFORNIA NA",1073757
1443266,"BANK OF AMER CMNTY DEV BK NA",1073757
1443266,"BANK OF AMER CMNTY DEV BK",1073757
1443912,"FIRST NB EFFINGHAM",1074156
1443912,"FIRST NB EFFINGHAM",1083130
1444003,"NASHOBA BK",1491566
1444021,"BARCLAYS GLOBAL INV NA",1231418
1444580,"ENTERPRISE BK OF FL",3606261
1444580,"ENTERPRISE NB OF PALM BEACH",3606261
1444580,"ENTERPRISE NB OF PALM BEACH",0
1445037,"CITRUS BK NA",1139532
1445037,"CITRUS BK NA",1426746
1445121,"INLAND CMNTY BK NA",3360273
1445121,"INLAND CMNTY BK NA",0
1445943,"WHITAKER BK",1966671
1445943,"WHITAKER BK NA",1966671
1447639,"BANK OF THE WEST",3122051
1447639,"BANK OF THE WEST",0
1447853,"HARRIS BK LIBERTYVILLE",1231333
1448636,"FIRST CITIZENS BK",0
1448832,"WESTSIDE B&TC",2236447
1450620,"WASHINGTON FIRST INTL BK",3021659
1450620,"WASHINGTON FIRST INTL BK",0
1451636,"ARKANSAS BKR BK",1086131
1451636,"ARKANSAS BKR BK",1491650
1455063,"BRIDGE VIEW BK",2508425
1456501,"MORGAN STANLEY BK NA",2162966
1456501,"MORGAN STANLEY BK",0
1456501,"MORGAN STANLEY DEAN WITTER BK",0
1457003,"PREMIERWEST BK",2867542
1457003,"BANK OF SOUTHERN OREGON",0
1457469,"ROSEVILLE CMNTY BK NA",1858208
1458608,"GULF COAST B&TC",0
1458989,"FIRST BK OF BRUNSWICK",1082067
1458989,"FIRST BK OF BRUNSWICK",1493739
1459034,"BANK OF KY",2291624
1459191,"MT RAINIER NB",2056805
1459191,"MOUNT RAINIER NB",2056805
1459203,"CYPRESS BK",2263407
1459294,"RABOBANK NEDERLAND DALLAS REP",0
1459294,"RABOBANK NEDERLAND DALLAS AGY",0
1459294,"RABOBANK NEDERLAND DLS AGENCY",0
1459575,"AMERICAN NAT TR & INV MGMT CO",1098303
1459593,"VALLEY MRCH BK NA",0
1459717,"FIRST COLLINSVILLE BK",1250473
1459735,"COUNTY BK",3246425
1459735,"COUNTY BK",0
1459799,"FIRST PEOPLES BK",2325912
1460290,"SUMMIT NB",1479180
1460302,"DELTA B&TC",1248939
1460302,"DELTA B&TC",1140248
1462986,"ASIAN PACIFIC NB",0
1463086,"COMMUNITY B&TC",0
1463705,"1ST CENTENNIAL BK",2847357
1463705,"REDLANDS CENTENNIAL BK",2847357
1463705,"REDLANDS CENTENNIAL BK",0
1463983,"COMMUNITY NB",2764977
1463983,"COMMUNITY NB",1493793
1464122,"HANCOCK BK OF LA",1086533
1464122,"HANCOCK BK OF LOUISIANA",1086533
1464140,"FIRST CITIZENS BK OF GA",1074156
1464140,"FIRST CITIZENS BK OF GA",2449032
1466050,"FIRST VA BK-COMMONWEALTH",1071968
1466078,"BANK OF CHERRY CREEK NA",2942702
1466078,"BANK OF CHERRY CREEK NA",2119867
1466489,"SAVANNAH BK NA",1493560
1469211,"COUNTRYWIDE BK NA",2549857
1469211,"TREASURY BK NA",2549857
1469211,"TREASURY BK",0
1469677,"HERITAGE BK INC",2332536
1469677,"HERITAGE BK",2332536
1470150,"FIRST FARMERS & MERCHANTS NB",1247576
1470655,"PENNSYLVANIA CAP BK",0
1470655,"PENNSYLVANIA CAPITAL BK",0
1471577,"AMERICAN SCTY BK",3192773
1471577,"SUN COUNTRY BK",3192773
1471577,"SUN COUNTRY BK",0
1473496,"PARAGON B&TC",1247334
1474224,"BNC NB",1248162
1474279,"WAYNE NB",1074156
1474279,"WAYNE NB",1083130
1474279,"WAYNE NB",1493645
1474288,"BANK ONE FLORIDA",1068294
1474288,"BANK ONE FL",1068294
1474288,"NBD BK",1068294
1474309,"COMMUNITY B&TC AL",1081873
1474309,"COMMUNITY B&TC ALABAMA",1081873
1476349,"HORIZON BK OF VA",0
1476424,"RIYAD BK HOU AGY",0
1476424,"RIYAD BK HOUSTON AGY",0
1476424,"RIYAD BK HOUSTON AGENCY",0
1476433,"TORONTO-DOMINION BK HOU AGY",0
1476433,"TORONTO-DOMINION BK HOUSTON AG",0
1478222,"ANN ARBOR COMMERCE BK",1247334
1478231,"CORNERSTONE CMNTY BK",1492246
1478231,"COMMUNITY BK GRAFTON",1492246
1478307,"UNITED B&TC",0
1479470,"WOODLANDS BK",3014950
1479470,"WOODLANDS BK",0
1479667,"ANAWON TR NA",2388878
1479676,"LIBERTY BK NA",0
1480207,"ARVEST TC NA",1095674
1481745,"PREMIER BK MN",0
1481745,"PREMIER BK METRO SOUTH",0
1481754,"PREMIER BK",0
1481893,"INDUSTRIAL BK OF JAPAN ATLANTA",0
1481914,"FIRST BK",2511108
1484595,"SKYLANDS CMNTY BK",1117129
1484595,"SKYLANDS CMNTY BK",2806411
1484595,"SKYLANDS CMNTY BK",0
1486487,"TWIN RIVERS CMNTY BK",1250277
1486704,"INTERBANK OF NEW YORK",0
1488771,"CHANG HWA CMRL BK LA BR",0
1490082,"SECURITY ST BK",1086766
1492059,"HUA NAN CMRL BK NY AGY",0
1492152,"NORTH COAST BK NA",2312837
1492152,"NORTH COAST BK NA",0
1492545,"OGAKI KYORITSU BK NY BR",0
1492817,"FIRST KS BK",1056769
1492826,"BANK OF TAIWAN NY AGY",0
1494240,"RBC BK USA",1232497
1494240,"RBC CENTURA BK",1232497
1494240,"CENTURA BK",1232497
1494240,"CENTURA BK",1826056
1494482,"SOUND BKG CO",0
1494914,"SHINHAN BK AMER",3107964
1494914,"CHB AMER BK",3107964
1494914,"CHB AMER BK",1242825
1494914,"CHOHUNG BK OF NY",1242825
1494914,"CHO HUNG BK OF NY",1242825
1495331,"ROCKINGHAM HERITAGE BK",1826047
1495331,"ROCKINGHAM HERITAGE BK",0
1496150,"NATIONAL INDEP TC",0
1496178,"WESTERN B&TC",2747925
1496178,"WESTERN B&TC",0
1516290,"BANK OF MONTREAL GLOBAL",1231333
1516348,"FARMERS & MRCH ST BK",1057113
1516423,"FIDELITY BK OF FL NA",0
1516423,"FIDELITY BK OF FLORIDA NA",0
1516423,"FIDELITY BK OF FLORIDA",0
1516423,"FIDELITY BK OF FL",0
1629903,"ASSOCIATED TC NA",1199563
1717622,"FIRST NORTH AMER NB",0
1718188,"NORTHRIM BK",3025385
1718188,"NORTHRIM BK",0
1718517,"COMMUNITY CAPITAL BK",0
1751064,"SHINHAN BK NY BR",0
1751420,"BANK OF EAST ASIA NY BR",0
1751420,"BANK EAST ASIA NEW YORK BR",0
1751626,"FIRST CMRL BK NY AGY",0
1752427,"JUROKU BK NY BR",0
1753684,"DEXIA CREDIT LOCAL NY BR",0
1753684,"DEXIA CREDIT LOCAL NY AGY",0
1753684,"DEXIA CR LOCAL NY AGY",0
1753684,"DEXIA PUBLIC FINANCE BK NY AGY",0
1753684,"DEXIA CRDT LOCAL DE FRA NY AGY",0
1753684,"CREDIT LOCAL DE FRANCE NY AGY",0
1764028,"CENTURY SOUTH BK OF DAWSONVILL",1074156
1764028,"CENTURY SOUTH BK OF DAWSONVILL",1083251
1764028,"FIRST CMNTY BK OF DAWSONVILLE",1083251
1819049,"HEIGHTS ST BK",2247676
1819058,"U S TC OF TX NA",1026632
1819058,"U S TC OF TX NA",2309912
1819366,"STERLING BK",3476615
1819366,"STERLING BK",0
1820894,"FIRST VALLEY NB",0
1820915,"SAMPO BK PLC NY BR",0
1820915,"LEONIA BK PLC NY BR",0
1820933,"INDUSTRIAL BK OF KOREA NY BR",0
1820979,"TRUST CO OF TOLEDO NA",0
1821024,"CENTRAL B&TC",1095674
1821024,"CENTRAL B&TC",1845673
1821976,"BUTTE CMNTY BK",3108091
1821976,"BUTTE CMNTY BK",0
1824285,"WEST POINTE B&TC",2560281
1824324,"CAMPBELLSVILLE NB",3446346
1824324,"CAMPBELLSVILLE NB",2366830
1826382,"MORRIS PLAN CO TERRE HAUTE",1208595
1830035,"FIA CARD SVC NA",1073757
1830035,"MBNA AMERICA BK NA",1073757
1830035,"MBNA AMERICA BK NA",1871159
1831135,"NORDDEUTSCHE LANDESBANK NY BR",0
1831368,"BANK POLSKA KASA OPIEKI NY BR",0
1831920,"BANCO SANTA CRUZ SA MIAMI AGY",0
1831975,"EAGLE B&TC",1083934
1831984,"BANK TOK-MIT UFJ ATL AGY",0
1831984,"BANK OF TOKYO-MITSUBIS ATL AGY",0
1831984,"BANK OF TOKYO-MITSUBISHI ATLAN",0
1833063,"ASSOCIATES NB DE",1951350
1833063,"ASSOCIATES NB DE",0
1836701,"ENTERPRISE BK NA",3306356
1836701,"ENTERPRISE BK NA",0
1837829,"COMMONWEALTH B&TC",1118948
1837829,"COMMONWEALTH B&TC",2002763
1841497,"TAIPEI FUBON CMRL BK CO NY AGY",0
1841497,"TAIPEIBANK CO NY AGY",0
1841536,"BANK OF SALEM",0
1841590,"FIRST CONTINENTAL BK",0
1842065,"PRIVATEBANK & TC",1839319
1842195,"CENTURY BK NA",1199497
1842195,"CENTURY BK NA",1842252
1852381,"STOCKMANS BK",2728791
1852381,"STOCKMANS BK",0
1852569,"CITIZENS SCTY BK GUAM",1241985
1852569,"CITIZENS SCTY BK GUAM",2608110
1852952,"SWEDBANK AB NY BR",0
1852952,"SWEDBANK FORENINGSSPARB NY BR",0
1853856,"U S TC NA",1026632
1853856,"U S TC NA",2309912
1856071,"TOWNE BK",2126977
1856099,"FOUNDERS NB",2646596
1856398,"MAY NB OF ARIZONA",0
1857087,"ROYAL AMER BK",1885594
1857377,"VALLEY BK MN",1128358
1858507,"BANK AMER TX NA",1073757
1858990,"BANK OF E ASIA LA BR",0
1858990,"BANK OF EAST ASIA LA BR",0
1858990,"BANK OF EAST ASIA ALHAMBRA BR",0
1859308,"MARITIME B&TC",0
1861347,"PULASKI SVG BK",0
1861806,"NISHI-NIPPON BK NY BR",0
1861909,"TAIWAN CO-OP BK SEATTLE BR",0
1861909,"FARMERS BK CHINA SEATTLE BR",0
1861918,"PT BK BALI TBK LA AGY",0
1861918,"PT BK BALI LA AGY",0
1861927,"MOUNTAIN WEST BK NA",2256539
1861945,"KRUNG THAI BK LA AGY",0
1862719,"FIRST B&TC",2127657
1863097,"LEDYARD NB",3625123
1863097,"LEDYARD NB",0
1863275,"FIRST NB OF S GA",1082067
1863275,"FIRST NB OF SOUTH GEORGIA",1082067
1863275,"FIRST NB OF SOUTH GA",1082067
1863501,"BOONSLICK BK",1050909
1863565,"FIRST CENTURY BK",1076365
1863716,"METRO BK",0
1864197,"OAK VALLEY CMNTY BK",3726440
1864197,"OAK VALLEY CMNTY BK",0
1864227,"KAWEAH NB",0
1864375,"UNITED CMNTY BK TN",1249347
1864375,"UNITED CMNTY BK TENNESSEE",1249347
1864375,"FIRST CENTRAL BK",1249347
1864375,"FIRST CENTRAL BK",2033235
1864601,"METRO UNITED BK",2344799
1864601,"FIRST UNITED BK",2344799
1864601,"FIRST UNITED BK",0
1864601,"SAN DIEGO FIRST BK",0
1864610,"HARRIS BK ROUND LAKE",1231333
1864610,"LAKELAND CMNTY BK",2520799
1864629,"COSMOPOLITAN B&T",1130780
1864683,"MIDWEST BK HINSDALE",1209828
1864683,"MIDWEST BK",1209828
1865680,"SAEHAN BK",2603928
1865961,"DILLARD NB",0
1866726,"PINEBANK NA",0
1866762,"COMMERCE NB",1208559
1866762,"COMMERCE NB",2501798
1867602,"TYSONS NB",1074156
1867723,"NORDEA BK FINLAND PLC NY BR",0
1867723,"MERITA BK PLC NY BR",0
1867723,"MERITA BK NY BR",0
1867983,"CITIZENS FIRST BK",2012315
1869352,"SHANGHAI CMRL BK LA BR",0
1871122,"SOUTHERN ST BK",1135413
1871122,"SOUTHERN ST BK",2497396
1872941,"ARBOR BK",1203125
1872941,"OTOE CTY B&TC",1203125
1872941,"OTOE CTY B&TC",1916416
1872941,"OTOE CTY B&TC",1840687
1872969,"JOHNSON BK IL",1490701
1872996,"MONONA ST BK",1889967
1874936,"MAY NB OF OH",0
1876190,"BANCO BOLIVIANO AMERICANO SA",0
1876743,"COMMUNITY BK OF GA",2236447
1876743,"COMMUNITY BK OF GA",2327699
1877665,"MOJAVE DESERT BK NA",0
1878970,"FIRST WESTERN B&TC",2628994
1879016,"FIRST ST BK OF NW AR",1951172
1879016,"FIRST ST BK",1951172
1879043,"GREERS FERRY LAKE ST BK",3394429
1879043,"GREERS FERRY LAKE ST BK",1491306
1881541,"PARK MERIDIAN BK",1078332
1881541,"PARK MERIDIAN BK",2917166
1881541,"PARK MERIDIAN BK",0
1882070,"BANK OF AR NA",1883693
1883321,"FIRST AMER TC",1250101
1884140,"VERDUGO BKG CO",0
1885848,"SPIRIT OF AMER NB",0
1885932,"CRESCENT B&TC",2254508
1886470,"INDUSTRIAL BK OF JAPAN SF AGY",0
1887486,"ANCHOR BK",2484024
1887495,"ALLIANCE BKG CO",1890169
1887516,"BLOOMINGDALE B&T",2339571
1890374,"FIRST SECURITY BK OF CONWAY",1096505
1890374,"FIRST CMNTY BK",1096505
1890374,"FIRST CMNTY BK NA",1096505
1890413,"PEOPLES BK",1250428
1890525,"UNITY BK",2181426
1890598,"TAMALPAIS BK",0
1892154,"FIRST NB OF COFFEE CTY",3069633
1892154,"FIRST NB OF COFFEE CTY",1892145
1892592,"CHUGOKU BK NY BR",0
1893049,"NORDSTROM NAT CR BK",0
1893263,"PATRIOT BK NA",0
1893272,"CENTRAL NB",0
1896255,"SAN-IN GODO BK NY BR",0
1897168,"FIRST TUSKEGEE BK",2099361
1897270,"MOHAVE ST BK",3198935
1897270,"MOHAVE ST BK",0
1898419,"LAKES ST BK",1126318
1898781,"BANK OF CMNTNS NY BR",0
1898781,"BANK OF COMNTNS CO NY BR",0
1898781,"BANK OF COMMUNICATIONS NY BR",0
1899902,"FIRST INTL BK",2265429
1900675,"CITIZENS BK PAGOSA SPRINGS",1131620
1901243,"EAST PENN BK",3186240
1901243,"EAST PENN BK",0
1901793,"UNION BK OF JAMAICA MIAMI AGY",0
1901793,"CITIZENS BK MIAMI AGY",0
1904020,"NORTHERN TC NY",1199611
1904673,"MAINE B&TC",1114605
1904673,"MAINE B&TC",2246848
1906172,"AMCORE INV GRP NA",1208661
1907599,"WOODTRUST ASSET MGMT NA",0
1907599,"WOODTRUST ASSET MGMT",0
1908082,"BANK OF NC",3141650
1908082,"BANK OF NC",0
1914421,"WESTERN CMNTY BK",2270825
1915820,"BANCO AGRICOLA HUNTINGTON AGY",0
1915820,"BANCO AGRI EL SAL HUNTINGT AGY",0
1915820,"BANCO AGR CMRL EL SAL HUNT AGY",0
1916612,"SOMERSET VALLEY BK",1117129
1916612,"SOMERSET VALLEY BK",2473484
1916751,"ADVANTA BK CORP",0
1917301,"LAKE FOREST B&TC",2260406
1918344,"PREFERRED BK",0
1918362,"BANCO POPULAR DEL ECUADOR SA",0
1919556,"PEOPLES BK OF NORTHERN KY",2237293
1920945,"NORTHWESTERN NB",1951725
1920945,"WILKES NB",1951725
1921018,"MILTON NB",1074156
1921018,"MILTON NB",1357091
1921018,"MILTON NB",1921036
1921111,"TURKIYE VAKIFLAR BK NY BR",0
1928754,"FIRST BK OF NORTHERN KY",1986008
1928754,"FIRST NB OF NORTHERN KY",1986008
1929247,"CENTERSTATE BK OF FL NA",2868129
1929247,"FIRST NB OF POLK CTY",2868129
1929247,"FIRST NB OF POLK CTY",0
1931941,"COMMUNITY BK OF NORTHERN VA",0
1933927,"FOUNDERS B&TC",2658197
1933927,"FOUNDERS TR PERSONAL BK",2658197
1934876,"VALLEY OAKS NB",0
1936320,"PRAIRIE B&TC",2291389
1940747,"DESJARDINS BK NA",3065877
1945247,"UNITED BK OF PHILADELPHIA",2259268
1948921,"HAWTHORN BK",2577757
1950308,"POPULAR FNC",1129382
1950308,"POPULAR FINANCE",1129382
1950308,"POPULAR FINANCE INC",1129382
1954294,"PREMIER BK",1117129
1954294,"PREMIER BK",2614634
1954584,"ARKANSAS BK NA",1078332
1954584,"ARKANSAS BK NA",2270807
1962888,"ACADIA TR NA",1130249
1972298,"MY BK",3129117
1972298,"BANK OF BELEN",3129117
1972298,"BANK OF BELEN",0
1973008,"1ST CHOICE BK",1120754
1973008,"1ST CHOICE BK",2397526
1973129,"VIKING BK",2364573
1973129,"VIKING CMNTY BK",2364573
1977248,"TRUST CO OF AMER",0
1978535,"INLAND B&TC",2944144
1978535,"WESTBANK",2944144
1978535,"WESTBANK",0
1984273,"KOOKMIN BANK BK PARK AVE BR",0
1984273,"HOUSING CMRL BK NY BR",0
1984312,"LANDESBK BADEN WUERTTEMB NY BR",0
1984312,"LANDESBK BADENWUERTTEMBE NY BR",0
1984312,"LANDESBANK BADENWURT NY BR",0
1984602,"KOOKMIN BK NY BR",0
1984769,"DONGHWA BK NY BR",0
1984796,"KOREA DEVELOPMENT BK NY BR",0
1985458,"WEST MRCH BK NY AGY",0
1987032,"BANK OF NOVA SCOTIA HOU BR",0
1988730,"SARASOTA BK",1988749
1990751,"FIRST NB",2249380
1992483,"BIL INTL HOLD",0
1992483,"BIL INTL HOLD",1039502
1992483,"BIL INTL HOLD",1068294
1992513,"WASHINGTON ST BK NA",1996922
1992522,"BANK OF BELLINGHAM",2649458
1992858,"CREDIT INDUS ET CMRL NY BR",0
1992858,"COMP FIN CIC UNION EURO NY BR",0
1996762,"UNITED KY BK OF PENDLETON CTY",2005643
1996856,"KITTITAS VALLEY BK NA",2323057
1998775,"GRAHAM NB",2233950
2002222,"CITIZENS CMNTY BK",2354305
2004105,"CONCORD EFS NB",2014971
2004105,"EFS NB",2014971
2006024,"INTERNATIONAL BK CHICAGO",2339759
2007991,"CITIZENS CMNTY BK",2550143
2009360,"U S TC OF NJ",1026632
2009360,"U S TC OF NJ",2309912
2009605,"STARION FNCL",1126729
2009605,"FIRST SOUTHWEST BK",1126729
2010722,"VILLAGE BK",2265867
2012687,"MT DIABLO NB",1136531
2012687,"MT DIABLO NB",2643184
2012687,"MOUNT DIABLO NB",2643184
2012735,"TAIPEI FUBON CMRL BK CO LA BR",0
2012735,"TAIPEIBANK CO LA BR",0
2012995,"CATHAY UNITED BK LA AGY",0
2012995,"UNITED WORLD CHINESE BK LA AGY",0
2012995,"UNITED WORLD CH CMRL BK LA AGY",0
2017570,"GE CAP FNCL",0
2019453,"MADISONVILLE ST BK",1130780
2021634,"ISSAQUAH BK",2582443
2023692,"BANCO GALICIA Y BUENOS NY BR",0
2023777,"POPULAR AUTO",1129382
2023777,"POPULAR LEASING & RENTAL",1129382
2024402,"BANCO DE SABADELL SA MIAMI BR",0
2024402,"BANCO DE SABADELL SA MIAMI AGY",0
2027766,"AMTRADE INTERNATIONAL BK OF FL",2028398
2028400,"AMTRADE INTL BK OF GEORGIA",2028398
2028400,"AMTRADE INTL BK OF GA",2028398
2031679,"CHIAO TUNG BK NY AGY",0
2033123,"FNB OF KS",1066209
2033123,"FNB OF KS",1020902
2034652,"PANASIA BK NA",1117026
2034652,"PANASIA BK",1117026
2034652,"PANASIA BK",0
2035716,"ASSOCIATES CAP BK",1951350
2035716,"ASSOCIATES CAP BK",0
2036843,"HOUSEHOLD BK NEVADA NA",0
2037185,"FIRST CMNTY BK OF E TN",2224239
2037185,"FIRST CMNTY BK OF EAST TENNESS",2224239
2037185,"FIRST CMNTY BK OF EAST TN",2224239
2038445,"MTB BK",0
2038566,"LEGACY BK TC",1054091
2038641,"JCB BK NA",0
2038717,"FIRSTBANK NORTHERN COLORADO",1060627
2038717,"FIRSTBANK NORTHERN COLORADO",1928165
2042684,"FIRST FNCL BK",0
2044811,"WHEATON B&TC",2260406
2044811,"WHEATON B&T",2260406
2044811,"NORTHVIEW B&TC",2260406
2044811,"NORTHVIEW B&TC",2056298
2044820,"COMMUNITY BK ELMHURST",2066390
2045694,"SHOREBANK PACIFIC",1199992
2045809,"BANK OF TAIWAN LA BR",0
2047504,"BAY CITIES NB",1099766
2049197,"CENTRAL CAROLINA BK GA",1076039
2051127,"AMERICAN NB FOX CITIES",2716640
2051127,"AMERICAN NB-FOX CITIES",2716640
2051154,"BANCO BILB VIZ ARG SAN JUAN BR",0
2051154,"BANCO BILB VIZ ARG GUAYNABO BR",0
2051154,"BANCO DE BILBAO SA GUAYNABO BR",0
2051163,"MARQUETTE CAPITAL BK NA",1120754
2051163,"MARQUETTE CAPITAL BK NA",1123193
2059758,"EASTON B&TC",2082484
2060110,"SUNTRUST BANKCARD NA",1131787
2060594,"U S TC",1026632
2060594,"U S TC",2309912
2060594,"U S TC OF CT",2309912
2060875,"FIRST AMER BK",0
2062589,"JCPENNEY CARD BK NA",0
2066121,"TAIWAN BUS BK LA BR",0
2068107,"CAPITAL CMNTY BK",2641621
2068107,"OREM CMTY BK",2641621
2068134,"GREAT BASIN BK OF NV",2513661
2068134,"GREAT BASIN BK OF NEVADA",2513661
2074256,"ASIAN AMER B&TC",0
2078290,"COLUMBIA ST BK",2078816
2079493,"ADVANCE BK",1923946
2079493,"ADVANCE BK",1137060
2079493,"ADVANCE BK SB",1137060
2085177,"VALLEY BK",2114938
2085177,"VALLEY ST BK",2114938
2087845,"BANK OLDHAM CTY",2116473
2107181,"FDS NB",0
2107341,"FIRST CMNTY BK OF THE OZARKS",2011765
2107341,"FIRST CMNTY BK",2011765
2108348,"FIRST CMNTY BK",2130778
2110640,"IDAHO INDEP BK",0
2110640,"IDAHO INDEPENDENT BK",0
2111553,"CITIZENS BK OF NORTHERN KY",1098732
2111553,"CITIZENS BK OF NORTHERN KY",2509990
2111553,"CITIZENS BK OF CAMPBELL CTY",2509990
2114282,"MOUNTAIN W BK",2003975
2114282,"MOUNTAIN WEST BK",2003975
2114282,"MOUNTAIN WEST BK",0
2119586,"MERCANTILE TC NA",2724645
2119586,"MERCANTILE TC NA",1094211
2119773,"HINSDALE B&TC",2260406
2121196,"T D BK USA NA",1238565
2121196,"TD BK USA NA",1238565
2121196,"TD WATERHOUSE BK NA",1238565
2121196,"WATERHOUSE NB",1238565
2122997,"CREDIT FIRST NA",0
2123930,"BANK OF MILAN",2263993
2127826,"CAPITAL BK",2143648
2129008,"HSBC BK NV NA",1857108
2129008,"HOUSEHOLD BK SB NA",1857108
2129008,"HOUSEHOLD BK SB NA",0
2132594,"CATSKILL HUDSON BK",3443998
2132594,"COMMUNITY BK OF SULLIVAN CNTY",3443998
2132594,"COMMUNITY BK OF SULLIVAN CNTY",0
2132941,"NATIONAL BK INDIANAPOLIS",2149622
2138626,"BANC OF AMER FSC HOLD",1073757
2138626,"BA FSC HOLD",1073757
2140348,"ALLIED FIRST BK SB",3051580
2140348,"ALLIED FIRST BK SB",0
2142016,"TARGET NB",0
2142016,"RETAILERS NB",0
2142155,"QUAD CTY B&TC",2125813
2144216,"MINNESOTA BANKFIRST",1125236
2145389,"GREAT EASTERN BK OF FL",0
2145389,"GREAT EASTERN BK OF FLORIDA",0
2146023,"LIBERTY BK",2533922
2158389,"CHRISTIANA B&TC",1117026
2158389,"CHRISTIANA B&TC",0
2160654,"CENTRAL BK OF THE S",1391237
2160654,"CENTRAL BK OF THE S",1078529
2160654,"CENTRAL BK OF THE SOUTH",1078529
2163477,"RAYMOND JAMES TR NA",0
2164111,"COMMUNITY BUS BK",2164371
2167644,"FARMERS BK OF CLATONIA",2111889
2171100,"FIDELITY BK",2193906
2171100,"COMMUNITY BK DEARBORN",2193906
2182786,"GOLDMAN SACHS BK USA",2380443
2187101,"SHENANDOAH NB",0
2190521,"SHOREBANK CLEVELAND",1199992
2190521,"SHOREBANK",1199992
2194426,"NORTHSTAR BK",3258893
2194426,"NORTHSTAR BK",0
2194426,"NORTHSTAR BK NA",0
2194426,"FREMONT FIRST NB",0
2194912,"CENTURY SOUTH BK OF POLK CTY",1074156
2194912,"CENTURY SOUTH BK OF POLK CTY",1083251
2194912,"FIRST BK OF POLK CTY",1083251
2197098,"BANK OF NV",2349815
